loan_id,customer_id,loan_amount,repayment_history,loan_status,repayment_rank
583,560,111729,5,Closed,890
2385,967,111527,5,Closed,891
310,636,106522,5,Approved,892
1300,865,106461,5,Approved,893
1747,116,103401,5,Closed,894
2771,277,97917,5,Closed,895
2105,86,97855,5,Closed,896
423,44,94183,5,Approved,897
1244,719,93944,5,Approved,898
466,477,87995,5,Approved,899
1012,6,87028,5,Closed,900
2324,696,84905,5,Approved,901
2799,371,82695,5,Approved,902
1312,306,79511,5,Closed,903
2844,494,79301,5,Closed,904
2677,214,58263,5,Closed,905
2857,737,55247,5,Approved,906
1794,462,54853,5,Closed,907
1899,889,53501,5,Closed,908
1442,143,48667,5,Approved,909
1128,82,40307,5,Approved,910
734,574,39187,5,Closed,911
2988,556,37417,5,Closed,912
2596,598,28165,5,Approved,913
2437,968,27665,5,Closed,914
1261,267,22388,5,Approved,915
1331,297,22196,5,Approved,916
1040,174,22070,5,Closed,917
2817,147,19419,5,Approved,918
1459,945,19304,5,Approved,919
1600,877,17670,5,Approved,920
2769,647,9123,5,Approved,921
1995,619,9088,5,Closed,922
1601,764,497819,4,Approved,923
2055,657,497359,4,Closed,924
1636,674,494307,4,Closed,925
2404,237,493440,4,Approved,926
1777,490,492821,4,Approved,927
1818,931,484940,4,Closed,928
2550,27,484789,4,Closed,929
742,851,483715,4,Approved,930
1330,861,482708,4,Approved,931
42,436,480819,4,Approved,932
916,372,480581,4,Closed,933
2735,431,476597,4,Approved,934
839,203,472802,4,Approved,935
1655,650,469461,4,Approved,936
703,975,468411,4,Closed,937
2884,945,465174,4,Approved,938
523,28,461314,4,Closed,939
908,338,460558,4,Approved,940
2787,179,460235,4,Closed,941
1582,519,452744,4,Closed,942
348,3,452161,4,Closed,943
2101,833,449227,4,Approved,944
2637,316,441747,4,Approved,945
1964,542,441426,4,Closed,946
2036,385,433377,4,Closed,947
1546,773,428088,4,Closed,948
1886,861,427641,4,Closed,949
1093,440,426114,4,Approved,950
570,409,418253,4,Approved,951
123,87,412470,4,Closed,952
1981,445,411771,4,Approved,953
2357,670,411567,4,Closed,954
1432,420,409684,4,Approved,955
2779,501,407648,4,Approved,956
224,833,405412,4,Closed,957
2838,634,400971,4,Approved,958
783,256,389706,4,Closed,959
1401,469,389255,4,Approved,960
2142,436,385075,4,Approved,961
991,450,384378,4,Approved,962
2934,556,384021,4,Closed,963
68,192,368565,4,Closed,964
2997,147,365238,4,Closed,965
329,277,361877,4,Approved,966
144,769,357388,4,Approved,967
1850,237,356389,4,Closed,968
162,977,352666,4,Approved,969
2398,144,347644,4,Closed,970
1893,115,345763,4,Approved,971
744,872,343643,4,Approved,972
1225,141,341535,4,Approved,973
2358,272,340551,4,Closed,974
1388,302,336440,4,Approved,975
2094,483,334847,4,Approved,976
1358,443,332846,4,Closed,977
1798,186,329599,4,Closed,978
701,386,328826,4,Closed,979
1074,963,327514,4,Approved,980
1471,572,326503,4,Approved,981
810,306,325932,4,Approved,982
446,118,320173,4,Closed,983
2852,824,319833,4,Approved,984
2446,43,316569,4,Closed,985
1560,473,314874,4,Closed,986
1575,581,314643,4,Approved,987
723,490,313370,4,Approved,988
662,880,308475,4,Approved,989
1739,206,304030,4,Closed,990
1604,520,297237,4,Approved,991
32,409,291889,4,Closed,992
2709,546,288535,4,Approved,993
2964,786,288422,4,Approved,994
1667,644,287235,4,Closed,995
1163,268,286083,4,Closed,996
2096,865,283253,4,Closed,997
1100,829,283199,4,Closed,998
1291,671,279313,4,Closed,999
601,459,278860,4,Approved,1000
1836,226,278413,4,Closed,1001
1440,336,277356,4,Approved,1002
1353,26,264430,4,Approved,1003
653,231,262340,4,Approved,1004
2200,862,258265,4,Closed,1005
904,393,253974,4,Approved,1006
1638,705,252927,4,Closed,1007
94,918,242771,4,Closed,1008
2392,350,241965,4,Approved,1009
2595,111,240222,4,Approved,1010
1262,436,239082,4,Approved,1011
2172,239,235786,4,Closed,1012
2281,267,235198,4,Closed,1013
1319,890,234350,4,Approved,1014
1318,767,230510,4,Closed,1015
2890,649,228896,4,Closed,1016
864,373,215110,4,Approved,1017
2870,871,214634,4,Closed,1018
2632,591,213369,4,Approved,1019
2821,613,206342,4,Closed,1020
2911,133,204760,4,Closed,1021
86,783,198479,4,Approved,1022
2027,405,198385,4,Approved,1023
2916,537,187074,4,Closed,1024
143,967,185299,4,Closed,1025
2005,262,184845,4,Closed,1026
1107,791,183294,4,Approved,1027
1889,474,181662,4,Approved,1028
1942,709,176780,4,Approved,1029
1375,392,174882,4,Approved,1030
1768,130,170907,4,Closed,1031
198,447,170867,4,Approved,1032
1753,928,170087,4,Approved,1033
994,807,169507,4,Approved,1034
847,63,160317,4,Closed,1035
444,871,158626,4,Approved,1036
1625,489,156700,4,Approved,1037
963,189,155142,4,Closed,1038
753,868,153879,4,Closed,1039
150,865,149209,4,Approved,1040
2872,365,139336,4,Closed,1041
1189,899,130627,4,Approved,1042
2745,684,129945,4,Closed,1043
474,96,129143,4,Approved,1044
2265,419,125450,4,Approved,1045
1705,136,121416,4,Closed,1046
1148,251,113415,4,Approved,1047
2277,879,112548,4,Closed,1048
1018,933,112166,4,Approved,1049
141,495,109608,4,Approved,1050
1828,664,106292,4,Closed,1051
2580,303,103811,4,Closed,1052
2477,51,99791,4,Closed,1053
191,547,99606,4,Approved,1054
2601,604,98551,4,Approved,1055
2831,491,91779,4,Approved,1056
763,277,83967,4,Closed,1057
359,936,82970,4,Approved,1058
2555,734,78439,4,Approved,1059
2944,169,77137,4,Approved,1060
1624,78,76472,4,Approved,1061
266,620,75071,4,Closed,1062
2053,761,74648,4,Closed,1063
2176,927,73559,4,Closed,1064
1860,446,72803,4,Approved,1065
2472,893,71771,4,Approved,1066
532,132,70794,4,Closed,1067
1356,167,68568,4,Approved,1068
179,662,67991,4,Approved,1069
559,240,63500,4,Approved,1070
1967,543,58009,4,Closed,1071
1527,656,56756,4,Closed,1072
2218,372,50668,4,Approved,1073
292,763,46925,4,Approved,1074
1195,482,44766,4,Closed,1075
322,399,44064,4,Approved,1076
1284,432,39557,4,Closed,1077
1897,233,39040,4,Approved,1078
2825,837,35420,4,Closed,1079
2669,82,24366,4,Approved,1080
958,893,22455,4,Closed,1081
1786,235,20100,4,Closed,1082
1760,916,16990,4,Closed,1083
917,456,15606,4,Approved,1084
2957,99,8158,4,Closed,1085
245,755,6979,4,Approved,1086
2269,465,5816,4,Approved,1087
617,89,497756,3,Approved,1088
499,324,496434,3,Closed,1089
1930,273,486474,3,Approved,1090
2157,512,485177,3,Closed,1091
1109,423,480851,3,Closed,1092
168,728,478723,3,Closed,1093
1766,377,476165,3,Closed,1094
2767,868,475047,3,Approved,1095
1848,817,468895,3,Approved,1096
2784,897,464778,3,Approved,1097
313,525,464761,3,Approved,1098
834,295,462979,3,Closed,1099
818,674,461073,3,Closed,1100
773,557,455628,3,Approved,1101
2052,968,455065,3,Approved,1102
1494,756,450963,3,Approved,1103
2603,567,443362,3,Closed,1104
301,150,438523,3,Closed,1105
2786,16,437582,3,Approved,1106
1058,724,436954,3,Approved,1107
405,666,435870,3,Approved,1108
60,168,435740,3,Approved,1109
649,891,433068,3,Closed,1110
1333,619,432860,3,Approved,1111
1788,586,432620,3,Closed,1112
1520,156,431638,3,Approved,1113
1365,376,427860,3,Closed,1114
1997,384,426726,3,Closed,1115
2440,181,422154,3,Approved,1116
509,352,421115,3,Approved,1117
2963,874,415568,3,Approved,1118
950,601,411599,3,Closed,1119
254,818,411581,3,Approved,1120
2830,913,407606,3,Closed,1121
1609,704,404349,3,Approved,1122
1816,68,398036,3,Closed,1123
449,183,396905,3,Approved,1124
2815,308,394086,3,Closed,1125
1423,321,388356,3,Approved,1126
2170,597,385601,3,Approved,1127
87,234,384255,3,Closed,1128
239,352,382946,3,Approved,1129
929,910,379172,3,Closed,1130
684,777,374812,3,Approved,1131
1605,504,372865,3,Approved,1132
1659,231,360914,3,Approved,1133
160,361,355434,3,Closed,1134
2712,444,342828,3,Closed,1135
1117,815,339577,3,Approved,1136
1139,633,335337,3,Approved,1137
2454,103,334183,3,Approved,1138
603,200,326951,3,Approved,1139
1813,814,326146,3,Approved,1140
1763,306,323539,3,Approved,1141
1968,125,321330,3,Approved,1142
2607,176,317541,3,Approved,1143
1956,679,316522,3,Closed,1144
1775,423,316271,3,Closed,1145
118,449,313820,3,Closed,1146
1387,343,309128,3,Closed,1147
433,916,309066,3,Closed,1148
1299,759,307420,3,Closed,1149
2336,662,303824,3,Approved,1150
88,611,303059,3,Approved,1151
1050,844,302152,3,Closed,1152
2548,86,297678,3,Closed,1153
2869,779,296805,3,Closed,1154
2768,501,287544,3,Approved,1155
702,501,287290,3,Closed,1156
364,669,282109,3,Approved,1157
2064,547,281475,3,Approved,1158
453,947,277687,3,Closed,1159
1201,898,274811,3,Approved,1160
2410,6,271257,3,Approved,1161
1137,714,268968,3,Approved,1162
1977,59,268921,3,Approved,1163
1670,625,268147,3,Approved,1164
2847,655,265180,3,Approved,1165
1752,561,262998,3,Approved,1166
1682,839,261876,3,Closed,1167
1931,253,260402,3,Closed,1168
1948,299,257947,3,Closed,1169
2301,531,255192,3,Approved,1170
1635,71,254796,3,Closed,1171
1286,618,248206,3,Closed,1172
2543,693,245427,3,Closed,1173
2325,229,241765,3,Closed,1174
2363,782,241003,3,Approved,1175
30,329,239317,3,Approved,1176
1540,242,236180,3,Closed,1177
244,378,231012,3,Approved,1178
1156,47,226646,3,Approved,1179
2162,779,224371,3,Closed,1180
272,884,222977,3,Approved,1181
2500,158,220307,3,Closed,1182
105,452,218522,3,Approved,1183
315,426,217084,3,Approved,1184
1230,670,217025,3,Approved,1185
221,102,216661,3,Closed,1186
962,319,215781,3,Closed,1187
672,173,210709,3,Approved,1188
2311,354,208001,3,Closed,1189
2177,870,204054,3,Approved,1190
2614,403,193822,3,Approved,1191
312,4,193162,3,Approved,1192
1849,486,190142,3,Closed,1193
2678,357,189635,3,Closed,1194
814,176,189623,3,Approved,1195
2886,709,176884,3,Closed,1196
7,714,176418,3,Approved,1197
1142,56,175751,3,Closed,1198
2204,835,168412,3,Closed,1199
1359,570,166967,3,Approved,1200
543,71,161576,3,Approved,1201
2125,757,157617,3,Approved,1202
2202,541,157213,3,Closed,1203
211,70,156862,3,Approved,1204
2748,467,151355,3,Closed,1205
2423,339,149275,3,Closed,1206
794,789,147098,3,Approved,1207
1285,814,145946,3,Closed,1208
1884,771,126100,3,Closed,1209
2915,102,125698,3,Approved,1210
1622,346,125044,3,Approved,1211
2146,515,121045,3,Approved,1212
825,743,120125,3,Approved,1213
2197,439,119660,3,Approved,1214
99,229,119457,3,Approved,1215
1464,514,117780,3,Closed,1216
1328,259,117300,3,Approved,1217
2873,151,112780,3,Closed,1218
193,412,112083,3,Closed,1219
1290,51,111541,3,Closed,1220
1188,850,108516,3,Approved,1221
2757,414,108297,3,Closed,1222
1666,201,107769,3,Approved,1223
2127,26,104665,3,Approved,1224
2798,505,101490,3,Approved,1225
2456,411,101293,3,Approved,1226
1483,330,96576,3,Approved,1227
2851,760,94231,3,Closed,1228
1519,643,89572,3,Approved,1229
230,191,87500,3,Closed,1230
2858,478,77252,3,Approved,1231
628,869,64943,3,Approved,1232
1580,628,61403,3,Closed,1233
2111,469,56646,3,Closed,1234
131,82,54781,3,Approved,1235
2302,699,52149,3,Approved,1236
1194,35,49018,3,Approved,1237
846,15,48020,3,Closed,1238
2479,175,47746,3,Approved,1239
1876,92,43873,3,Closed,1240
159,691,39099,3,Approved,1241
1687,29,36717,3,Approved,1242
676,440,26865,3,Closed,1243
1402,9,26389,3,Approved,1244
84,219,14168,3,Closed,1245
208,263,13286,3,Closed,1246
502,761,13149,3,Closed,1247
1489,578,12916,3,Approved,1248
591,11,10677,3,Approved,1249
1022,518,7232,3,Approved,1250
2698,347,492279,2,Closed,1251
1298,649,488129,2,Approved,1252
2969,987,478439,2,Approved,1253
2018,763,473076,2,Closed,1254
2691,268,472529,2,Approved,1255
2044,797,470401,2,Closed,1256
755,878,458529,2,Closed,1257
1518,282,456363,2,Closed,1258
1034,979,456216,2,Approved,1259
1556,441,454128,2,Approved,1260
2286,639,453163,2,Approved,1261
2736,211,453155,2,Approved,1262
2926,306,447734,2,Closed,1263
386,387,447083,2,Closed,1264
219,443,446019,2,Closed,1265
1289,975,444433,2,Closed,1266
1955,563,437349,2,Approved,1267
948,392,436800,2,Closed,1268
1581,808,436448,2,Approved,1269
2494,561,432230,2,Approved,1270
1070,731,425062,2,Approved,1271
1147,902,422885,2,Approved,1272
2647,52,420687,2,Closed,1273
2658,832,419388,2,Closed,1274
2214,120,418920,2,Closed,1275
2427,721,418659,2,Closed,1276
1001,784,413849,2,Closed,1277
12,497,411642,2,Approved,1278
1908,315,409796,2,Closed,1279
2455,93,405388,2,Closed,1280
842,943,403383,2,Closed,1281
1345,102,392733,2,Approved,1282
2196,857,391252,2,Approved,1283
2809,422,390249,2,Approved,1284
1143,496,389570,2,Approved,1285
1852,748,387204,2,Closed,1286
738,918,385836,2,Closed,1287
2251,109,381263,2,Closed,1288
2589,50,372794,2,Approved,1289
1334,468,368522,2,Approved,1290
1772,137,365889,2,Closed,1291
2213,543,363190,2,Closed,1292
295,439,362396,2,Closed,1293
2273,406,351725,2,Approved,1294
1297,32,349770,2,Closed,1295
712,548,342991,2,Approved,1296
713,684,338201,2,Approved,1297
568,431,337655,2,Approved,1298
1480,709,337182,2,Approved,1299
1392,863,336659,2,Approved,1300
1115,430,334018,2,Approved,1301
20,253,332239,2,Closed,1302
2819,669,327592,2,Closed,1303
1016,225,324714,2,Approved,1304
1083,754,323111,2,Approved,1305
654,743,320591,2,Closed,1306
1411,449,320504,2,Closed,1307
981,645,318320,2,Closed,1308
1607,276,315553,2,Approved,1309
1159,233,312320,2,Closed,1310
1121,934,309345,2,Closed,1311
1550,694,307491,2,Closed,1312
1748,540,299218,2,Approved,1313
1475,840,298915,2,Closed,1314
1264,241,293525,2,Closed,1315
304,627,293465,2,Approved,1316
524,634,285836,2,Closed,1317
2279,340,284195,2,Closed,1318
197,33,279224,2,Closed,1319
1509,708,270084,2,Closed,1320
2266,439,266450,2,Closed,1321
104,571,259701,2,Closed,1322
2121,684,259184,2,Closed,1323
2164,267,256195,2,Approved,1324
108,921,255874,2,Approved,1325
1596,296,255733,2,Closed,1326
882,997,251272,2,Closed,1327
2741,911,250883,2,Closed,1328
421,113,248804,2,Approved,1329
2152,892,248391,2,Closed,1330
756,455,239997,2,Closed,1331
775,772,239236,2,Approved,1332
2922,860,239028,2,Closed,1333
1465,343,231338,2,Closed,1334
821,865,229806,2,Closed,1335
741,331,228251,2,Approved,1336
849,770,224558,2,Approved,1337
582,651,219321,2,Approved,1338
2422,804,215825,2,Approved,1339
2352,225,215069,2,Closed,1340
1366,776,214597,2,Closed,1341
384,342,212288,2,Approved,1342
902,812,208229,2,Approved,1343
1669,499,207809,2,Approved,1344
23,663,201812,2,Closed,1345
2975,19,200735,2,Approved,1346
1428,649,199241,2,Approved,1347
1218,835,195878,2,Approved,1348
980,591,194638,2,Closed,1349
2227,633,188169,2,Approved,1350
2740,389,187085,2,Closed,1351
1532,572,185277,2,Approved,1352
2448,773,180740,2,Approved,1353
2508,657,180168,2,Approved,1354
2092,288,179849,2,Closed,1355
2722,121,177632,2,Closed,1356
2304,357,170507,2,Approved,1357
784,342,168414,2,Closed,1358
2811,418,166236,2,Closed,1359
767,109,162736,2,Closed,1360
693,564,158968,2,Approved,1361
800,542,154362,2,Closed,1362
1096,696,153270,2,Approved,1363
2796,881,151841,2,Closed,1364
2816,536,151151,2,Closed,1365
2037,127,150074,2,Closed,1366
2954,829,146194,2,Approved,1367
2875,619,139297,2,Closed,1368
868,348,133614,2,Closed,1369
287,851,132385,2,Approved,1370
2840,43,127459,2,Approved,1371
540,908,126503,2,Closed,1372
1409,488,124113,2,Approved,1373
2113,566,122511,2,Closed,1374
1936,678,113168,2,Approved,1375
44,781,112595,2,Closed,1376
1989,620,111713,2,Closed,1377
2069,416,108874,2,Approved,1378
257,310,108674,2,Closed,1379
2415,283,104951,2,Approved,1380
1309,161,100095,2,Approved,1381
1169,566,99977,2,Approved,1382
2219,999,90038,2,Approved,1383
184,944,89147,2,Closed,1384
2905,583,88992,2,Approved,1385
1410,911,83162,2,Closed,1386
61,135,80581,2,Closed,1387
1441,931,80192,2,Closed,1388
2743,498,79789,2,Closed,1389
2161,397,79346,2,Approved,1390
1587,441,77751,2,Approved,1391
2313,26,75184,2,Approved,1392
2188,754,72383,2,Approved,1393
1570,381,67385,2,Closed,1394
745,627,67110,2,Approved,1395
113,573,65715,2,Approved,1396
639,746,64882,2,Approved,1397
1337,622,61944,2,Approved,1398
1979,439,54332,2,Approved,1399
1716,149,51042,2,Approved,1400
2469,50,46770,2,Approved,1401
2780,64,46658,2,Approved,1402
1711,508,42320,2,Approved,1403
2759,1,42217,2,Closed,1404
2010,885,36547,2,Approved,1405
2930,330,35745,2,Closed,1406
2179,351,31378,2,Approved,1407
2364,995,30648,2,Closed,1408
1807,222,30239,2,Closed,1409
2616,652,29316,2,Closed,1410
349,35,23028,2,Closed,1411
2693,838,15622,2,Approved,1412
606,188,12463,2,Approved,1413
1426,325,11000,2,Approved,1414
1254,909,9169,2,Approved,1415
1341,196,8554,2,Closed,1416
2186,93,8516,2,Closed,1417
1993,848,495054,1,Closed,1418
2899,465,492000,1,Closed,1419
1866,133,485956,1,Closed,1420
335,619,484856,1,Closed,1421
1446,263,482802,1,Approved,1422
2826,38,481532,1,Closed,1423
536,547,479240,1,Closed,1424
1206,155,478081,1,Closed,1425
1229,570,474940,1,Closed,1426
2374,482,474380,1,Closed,1427
924,228,472996,1,Approved,1428
2326,914,471153,1,Approved,1429
1250,172,468723,1,Closed,1430
1304,959,463450,1,Approved,1431
1258,83,455138,1,Approved,1432
1210,863,447449,1,Closed,1433
790,67,445147,1,Approved,1434
2169,999,443984,1,Closed,1435
441,28,443402,1,Approved,1436
1048,11,440227,1,Closed,1437
350,644,438787,1,Approved,1438
2024,584,434914,1,Closed,1439
690,823,427935,1,Closed,1440
240,769,424994,1,Approved,1441
604,123,400604,1,Closed,1442
695,428,396214,1,Approved,1443
1829,546,375143,1,Approved,1444
697,635,371312,1,Approved,1445
2215,692,369461,1,Approved,1446
831,693,368973,1,Closed,1447
667,834,360645,1,Closed,1448
71,214,356163,1,Closed,1449
2043,123,343492,1,Closed,1450
2149,394,343424,1,Approved,1451
2590,312,340823,1,Closed,1452
1150,80,337142,1,Approved,1453
2074,545,335998,1,Approved,1454
2332,90,332785,1,Closed,1455
2115,377,324966,1,Closed,1456
1310,511,321874,1,Closed,1457
2721,588,316010,1,Approved,1458
760,369,310582,1,Closed,1459
2400,186,302296,1,Approved,1460
402,353,302162,1,Closed,1461
1214,235,301693,1,Closed,1462
1222,797,301247,1,Approved,1463
1181,761,298661,1,Closed,1464
2433,634,296749,1,Approved,1465
1462,73,295622,1,Approved,1466
2594,588,294030,1,Closed,1467
2980,615,290217,1,Closed,1468
1578,11,286167,1,Closed,1469
1915,212,279207,1,Closed,1470
428,252,270867,1,Closed,1471
1111,821,269094,1,Closed,1472
735,663,264138,1,Approved,1473
2338,561,260776,1,Approved,1474
887,767,260516,1,Closed,1475
206,511,257232,1,Approved,1476
2753,288,255792,1,Approved,1477
1506,845,254656,1,Approved,1478
1248,991,253966,1,Closed,1479
2984,706,249172,1,Closed,1480
2314,845,244620,1,Approved,1481
443,772,236181,1,Closed,1482
2653,834,234246,1,Closed,1483
2387,670,231619,1,Approved,1484
2978,85,229429,1,Approved,1485
158,146,227844,1,Approved,1486
2344,109,226048,1,Closed,1487
1811,439,203883,1,Approved,1488
2193,838,201228,1,Closed,1489
1693,822,199183,1,Closed,1490
2299,862,198448,1,Closed,1491
2023,354,194375,1,Closed,1492
1164,770,192347,1,Approved,1493
1474,666,187011,1,Closed,1494
1223,936,184293,1,Approved,1495
2376,421,181756,1,Approved,1496
2814,78,175986,1,Closed,1497
689,872,174845,1,Closed,1498
1390,590,174658,1,Closed,1499
1324,443,169642,1,Closed,1500
1395,306,165555,1,Approved,1501
1678,150,161824,1,Approved,1502
938,250,159312,1,Closed,1503
274,492,159223,1,Approved,1504
2247,378,158025,1,Closed,1505
715,569,153945,1,Closed,1506
2275,548,152592,1,Approved,1507
815,405,151041,1,Closed,1508
782,102,147088,1,Approved,1509
2100,506,142983,1,Closed,1510
565,970,140212,1,Closed,1511
2381,37,139169,1,Closed,1512
2968,873,138559,1,Approved,1513
1371,944,136844,1,Approved,1514
1896,528,128745,1,Closed,1515
39,913,128715,1,Closed,1516
2463,521,124850,1,Closed,1517
2237,89,123705,1,Approved,1518
1801,525,123665,1,Closed,1519
1265,881,123590,1,Closed,1520
492,550,117126,1,Closed,1521
15,183,116476,1,Closed,1522
1835,884,113883,1,Approved,1523
14,662,111955,1,Approved,1524
1095,326,110260,1,Closed,1525
1158,618,109907,1,Approved,1526
2513,49,106023,1,Closed,1527
1279,960,103220,1,Closed,1528
2730,269,101964,1,Approved,1529
305,183,93052,1,Closed,1530
1528,591,86773,1,Approved,1531
1883,115,82493,1,Closed,1532
1424,642,78252,1,Approved,1533
1840,185,73342,1,Approved,1534
987,111,70552,1,Closed,1535
2393,973,69977,1,Closed,1536
2511,934,69693,1,Approved,1537
613,842,59646,1,Approved,1538
1323,404,59404,1,Approved,1539
2259,597,57218,1,Approved,1540
2067,624,55334,1,Approved,1541
955,389,54061,1,Closed,1542
942,640,48925,1,Closed,1543
953,274,46838,1,Approved,1544
663,16,46602,1,Approved,1545
1453,755,45290,1,Approved,1546
2442,849,41911,1,Closed,1547
1953,683,38832,1,Closed,1548
2638,639,37271,1,Closed,1549
748,498,35922,1,Approved,1550
2292,326,31555,1,Closed,1551
316,280,30253,1,Approved,1552
1389,952,29065,1,Approved,1553
624,252,27794,1,Closed,1554
2012,461,25207,1,Approved,1555
2445,672,23965,1,Approved,1556
2849,327,23846,1,Closed,1557
634,669,20548,1,Closed,1558
1994,938,15459,1,Approved,1559
110,843,11761,1,Closed,1560
597,203,6677,1,Approved,1561
