transaction_id,customer_id,loan_id,transaction_date,transaction_amount,loan_amount,transaction_percentage
233,203,423,"8/3/2021 3:57",47262,94183,50.1810
1120,34,1012,"3/10/2021 2:22",43584,87028,50.0804
1550,510,1881,"11/19/2024 10:40",25438,50867,50.0088
4461,353,2359,"7/27/2022 22:38",46979,94054,49.9490
4849,412,1125,"4/30/2022 19:32",32750,66194,49.4758
4998,329,1381,"9/15/2021 11:37",32133,64980,49.4506
4752,991,1198,"10/5/2020 14:45",43284,87579,49.4228
2287,76,266,"1/31/2023 14:11",37052,75071,49.3559
4749,39,2799,"4/27/2020 17:27",40748,82695,49.2750
2548,176,2139,"5/31/2021 9:07",19829,40298,49.2059
21,498,772,"9/16/2022 8:08",24125,49177,49.0575
4781,975,1420,"10/12/2020 22:11",38357,78465,48.8842
2638,682,2812,"4/12/2022 9:40",34126,70034,48.7278
2568,166,846,"2/28/2022 10:27",23391,48020,48.7110
1037,276,2730,"12/2/2023 5:34",49553,101964,48.5985
1271,139,1207,"8/11/2021 2:30",24975,51407,48.5829
4738,440,2677,"5/18/2022 6:11",28269,58263,48.5196
2770,314,1260,"1/22/2022 23:15",37587,77471,48.5175
4047,352,2844,"10/8/2022 4:59",38389,79301,48.4092
118,418,921,"1/31/2020 9:55",40317,83392,48.3464
108,207,2981,"1/4/2024 13:00",27727,57385,48.3175
2069,839,542,"8/2/2024 16:57",13498,28008,48.1934
3189,193,1802,"1/8/2022 4:03",18923,39275,48.1808
28,783,763,"9/13/2022 19:50",40401,83967,48.1153
3943,142,2743,"9/26/2022 1:23",38377,79789,48.0981
4632,64,1278,"1/26/2023 5:27",35875,74785,47.9708
2847,912,2680,"7/25/2020 23:51",41599,87004,47.8127
4714,9,321,"7/30/2024 8:14",43703,91418,47.8057
3445,15,532,"7/20/2021 16:04",33769,70794,47.7004
4233,66,1278,"8/1/2024 19:57",35626,74785,47.6379
285,742,1897,"11/13/2021 11:57",18574,39040,47.5768
4811,876,613,"7/15/2020 14:29",28285,59646,47.4215
2427,619,2123,"7/13/2023 6:07",42196,89079,47.3692
4477,963,2389,"3/6/2024 16:36",49301,104084,47.3666
2267,889,1232,"1/14/2024 8:27",23682,50106,47.2638
3807,661,1687,"10/3/2020 6:58",17277,36717,47.0545
1796,710,155,"7/28/2023 8:02",39973,84951,47.0542
1760,303,280,"6/3/2024 2:49",39072,83667,46.6994
4755,403,1239,"9/15/2024 10:39",37896,81274,46.6275
4109,388,2322,"4/25/2023 4:30",46665,100341,46.5064
4015,102,2206,"4/26/2023 2:24",40308,86700,46.4913
81,265,2242,"10/25/2023 22:37",19503,42003,46.4324
88,875,270,"2/18/2022 21:20",46231,99625,46.4050
4085,484,1101,"2/16/2024 5:45",45241,97970,46.1784
2688,751,2348,"5/24/2024 19:44",14328,31165,45.9747
1262,585,761,"12/29/2023 15:45",48876,106366,45.9508
1282,261,1537,"6/10/2022 13:51",25417,55321,45.9446
2957,634,398,"4/26/2024 5:41",24470,53429,45.7991
2341,509,2921,"12/4/2020 15:07",35203,76931,45.7592
2353,146,1300,"2/22/2024 8:39",48609,106461,45.6590
1997,158,1166,"3/3/2021 1:52",24739,54217,45.6296
4820,170,663,"3/9/2024 14:31",21248,46602,45.5946
4634,298,2235,"8/31/2021 10:56",40589,89123,45.5427
3908,465,1266,"2/27/2022 12:21",18656,40974,45.5313
2541,381,1215,"12/2/2020 1:57",21447,47105,45.5302
1048,47,1916,"1/27/2022 21:07",34196,75462,45.3155
4610,6,1511,"7/4/2022 14:12",21855,48315,45.2344
1040,786,1125,"5/19/2023 7:24",29941,66194,45.2322
849,752,2235,"9/5/2024 13:37",40274,89123,45.1892
3180,639,2785,"2/28/2023 18:36",33381,74029,45.0918
4446,469,1666,"9/26/2024 7:40",48572,107769,45.0705
2454,415,1149,"2/19/2023 2:46",16563,36763,45.0535
517,873,647,"5/26/2021 6:16",38866,86298,45.0370
4963,141,2322,"1/19/2024 15:40",45151,100341,44.9976
282,348,976,"6/23/2021 11:08",34150,76634,44.5625
2461,533,85,"7/9/2024 22:53",44406,99700,44.5396
4214,166,359,"5/2/2020 17:09",36911,82970,44.4872
4122,609,546,"7/23/2023 18:53",44267,99629,44.4318
3197,713,471,"8/1/2022 20:04",17450,39317,44.3828
1018,908,184,"9/8/2021 17:31",39556,89147,44.3717
2122,705,2456,"9/26/2020 15:33",44910,101293,44.3367
1398,464,378,"10/7/2024 4:15",26783,60428,44.3222
1,440,848,"9/29/2021 13:10",47332,106811,44.3138
2566,944,2638,"9/5/2021 6:16",16493,37271,44.2516
2788,909,2580,"4/30/2023 4:09",45929,103811,44.2429
2253,748,1239,"1/1/2020 12:47",35907,81274,44.1802
1980,886,1899,"5/13/2020 16:47",23543,53501,44.0048
2200,904,1881,"10/20/2022 20:48",22372,50867,43.9814
1227,666,1389,"12/19/2022 21:32",12783,29065,43.9807
4029,991,745,"3/30/2023 21:59",29434,67110,43.8593
520,744,362,"1/22/2020 3:35",12661,28969,43.7053
2050,119,955,"9/16/2023 4:36",23570,54061,43.5989
2516,33,1078,"4/27/2024 16:28",26457,60863,43.4698
2667,257,1545,"1/1/2022 12:01",35729,82750,43.1770
820,120,2859,"3/4/2022 9:06",47889,110949,43.1631
4081,58,2195,"1/16/2023 8:16",46695,108239,43.1406
3678,226,2195,"10/16/2023 6:45",46638,108239,43.0880
3003,293,1868,"10/13/2020 16:04",43194,100291,43.0687
4113,925,2827,"2/13/2022 9:13",31695,73927,42.8734
2083,349,1789,"3/4/2024 7:05",31788,74189,42.8473
4833,749,2160,"10/28/2020 2:41",45700,107064,42.6847
4395,58,2228,"3/18/2021 2:57",39982,93699,42.6707
3386,48,2123,"12/27/2020 18:52",37906,89079,42.5532
3891,230,1059,"11/28/2022 11:33",34539,81350,42.4573
4862,34,820,"12/3/2019 14:21",20654,48757,42.3611
1687,841,2226,"12/29/2023 17:33",30620,72289,42.3578
1964,77,2885,"3/8/2024 15:24",32821,77539,42.3284
4796,134,2222,"8/13/2020 9:13",49397,116791,42.2952
4885,163,1897,"5/29/2022 16:22",16485,39040,42.2259
1461,112,2328,"8/8/2021 22:40",12823,30379,42.2101
1422,191,2228,"11/13/2021 23:09",39515,93699,42.1723
2229,131,1953,"8/7/2021 5:09",16374,38832,42.1663
809,589,643,"5/19/2021 7:55",26059,61978,42.0456
4955,325,1837,"3/18/2021 13:48",18208,43330,42.0217
4577,563,899,"4/21/2023 0:49",17561,41905,41.9067
2649,774,2203,"8/7/2023 11:09",47100,112483,41.8730
2866,166,2900,"11/8/2023 15:16",13462,32176,41.8386
4000,737,2025,"10/13/2023 21:16",41695,99771,41.7907
1887,141,44,"2/12/2023 13:35",47054,112595,41.7905
177,511,1090,"5/16/2020 23:31",34317,82307,41.6939
2738,931,1483,"2/26/2023 18:13",40139,96576,41.5621
924,537,330,"4/26/2022 17:51",21166,51005,41.4979
1576,581,1179,"6/26/2023 8:31",12038,29014,41.4903
2734,356,826,"7/22/2022 18:28",35353,85563,41.3181
4222,856,1828,"7/31/2022 5:44",43862,106292,41.2656
1420,763,1501,"6/29/2022 10:48",44335,107613,41.1986
608,614,746,"4/1/2020 21:35",43503,105721,41.1489
4828,378,2076,"10/18/2022 21:38",14467,35237,41.0563
3853,820,532,"12/14/2022 6:46",28929,70794,40.8636
2725,449,81,"10/13/2024 14:35",30317,74694,40.5883
741,466,2,"10/30/2023 19:44",23834,58764,40.5588
1355,333,2667,"7/10/2022 3:30",49807,122926,40.5179
1652,944,2516,"2/1/2021 5:09",47403,117140,40.4670
3390,266,2648,"2/9/2022 17:46",47834,118280,40.4413
125,221,2026,"11/11/2024 12:11",31322,77497,40.4170
613,774,1620,"11/11/2024 8:04",33736,83657,40.3266
4162,219,1321,"1/11/2023 13:34",27784,68929,40.3081
1078,585,639,"4/16/2023 22:11",26150,64882,40.3039
1375,95,307,"7/24/2023 16:10",39941,99397,40.1833
586,542,2769,"4/11/2021 7:56",3663,9123,40.1513
747,146,155,"10/7/2024 6:50",34069,84951,40.1043
3044,514,2277,"5/3/2021 6:12",45118,112548,40.0878
4763,760,808,"3/2/2020 2:10",12798,31941,40.0676
1856,264,2071,"12/7/2023 15:29",34234,85515,40.0327
3384,646,2497,"1/7/2021 2:28",38377,96126,39.9236
867,206,2502,"4/3/2022 5:15",37370,93632,39.9116
1432,969,2105,"7/16/2020 7:21",39054,97855,39.9101
471,740,1309,"3/29/2020 21:35",39837,100095,39.7992
3111,273,2456,"10/28/2024 17:52",40313,101293,39.7984
3925,835,2568,"12/12/2020 11:06",43350,108993,39.7732
1437,598,2563,"3/19/2020 1:47",29149,73361,39.7336
3082,606,1483,"1/16/2021 2:54",38332,96576,39.6910
3805,836,1256,"6/23/2024 19:20",13226,33368,39.6368
1551,212,1835,"11/3/2021 21:53",45093,113883,39.5959
433,349,1077,"12/25/2022 1:27",45069,114068,39.5106
1765,956,2831,"10/8/2024 17:47",36213,91779,39.4567
2584,705,2831,"3/15/2022 13:00",36207,91779,39.4502
2553,500,825,"11/2/2023 17:53",47311,120125,39.3848
3746,710,2638,"12/26/2022 14:54",14612,37271,39.2047
2874,211,2680,"12/7/2020 22:27",34096,87004,39.1890
2309,739,2925,"11/12/2020 1:32",44989,115020,39.1141
4608,94,1611,"6/24/2024 2:05",37740,96518,39.1015
2333,461,1905,"6/15/2023 1:18",37037,94806,39.0661
579,576,2088,"3/14/2021 22:28",48592,124415,39.0564
1643,212,205,"5/19/2020 19:32",35884,91925,39.0362
1187,922,1260,"7/19/2024 11:42",30241,77471,39.0353
4777,940,2840,"4/5/2020 1:03",49678,127459,38.9757
1736,68,2892,"3/3/2024 1:30",41637,107121,38.8691
2704,500,1622,"8/15/2022 10:37",48505,125044,38.7903
3055,346,359,"12/4/2021 20:18",32138,82970,38.7345
3492,786,1994,"1/8/2021 1:57",5977,15459,38.6636
2728,654,2620,"9/18/2024 11:16",46566,120837,38.5362
1784,592,942,"2/17/2023 1:52",18828,48925,38.4834
1417,843,2915,"5/22/2020 5:27",48352,125698,38.4668
4994,909,442,"3/28/2023 14:32",45141,117431,38.4404
4496,330,1519,"11/29/2023 7:39",34417,89572,38.4238
1331,255,809,"10/19/2021 23:25",4433,11539,38.4175
4809,435,1835,"6/12/2021 16:20",43746,113883,38.4131
3598,804,2258,"4/8/2020 2:52",49394,128780,38.3553
1842,762,745,"3/23/2022 22:47",25720,67110,38.3251
1311,476,1507,"9/12/2024 9:22",43565,113794,38.2841
802,731,2669,"2/17/2020 18:48",9313,24366,38.2213
1457,9,928,"10/2/2020 2:00",45961,120274,38.2136
1062,654,2914,"3/15/2021 22:01",18274,47864,38.1790
4790,647,2258,"11/15/2022 16:03",49151,128780,38.1666
1009,60,1747,"12/10/2023 19:21",39450,103401,38.1524
994,49,825,"8/12/2024 9:23",45823,120125,38.1461
1446,652,466,"2/11/2024 5:32",33558,87995,38.1363
2111,948,314,"5/7/2024 18:22",45763,120399,38.0095
4453,99,481,"1/6/2022 20:41",44880,118214,37.9650
3837,810,2066,"6/20/2023 22:43",49365,130181,37.9203
1600,399,2990,"9/5/2021 9:46",20387,53922,37.8083
2315,94,1300,"11/4/2020 7:50",40216,106461,37.7753
3990,862,191,"1/29/2021 23:35",37610,99606,37.7588
2496,202,235,"11/22/2023 0:23",47361,125478,37.7445
496,830,199,"8/8/2020 19:11",48193,127706,37.7375
1994,509,1860,"7/15/2023 5:41",27472,72803,37.7347
1909,369,1754,"5/4/2020 8:19",28406,75447,37.6503
3865,825,2636,"4/1/2021 2:30",11450,30422,37.6372
2779,973,130,"2/14/2022 1:28",43426,115434,37.6198
2829,436,1511,"12/29/2021 2:45",18141,48315,37.5473
3005,901,1414,"11/2/2020 20:22",31062,82767,37.5295
884,196,1783,"7/5/2023 20:02",42329,113010,37.4560
3063,118,5,"6/20/2024 1:04",42713,114287,37.3735
235,141,1750,"12/6/2020 13:02",36121,97272,37.1340
1198,412,205,"6/9/2023 5:42",34033,91925,37.0226
288,569,1408,"8/2/2022 18:59",39699,107419,36.9571
3348,684,1178,"1/1/2021 18:33",45283,122549,36.9509
1868,972,1118,"7/21/2023 19:05",38534,104291,36.9485
3480,72,1483,"4/16/2021 10:05",35671,96576,36.9357
886,364,2265,"2/16/2024 3:39",46272,125450,36.8848
4941,644,2930,"8/9/2023 10:09",13171,35745,36.8471
642,936,559,"11/12/2023 8:48",23384,63500,36.8252
4816,272,179,"1/1/2022 22:17",24969,67991,36.7240
1749,429,1430,"4/25/2023 12:27",35476,96633,36.7121
1039,858,2851,"5/10/2020 20:43",34466,94231,36.5761
3841,614,673,"12/4/2022 10:00",14742,40341,36.5435
2053,422,2487,"4/30/2020 23:45",39679,108632,36.5261
1679,901,2667,"10/11/2021 4:45",44872,122926,36.5033
1966,382,172,"7/3/2020 20:08",44272,121331,36.4886
3655,303,1321,"8/28/2022 11:25",25116,68929,36.4375
181,963,1337,"1/20/2024 7:41",22568,61944,36.4329
2987,351,184,"7/12/2021 23:24",32474,89147,36.4275
956,270,625,"4/6/2023 6:24",39129,107563,36.3778
944,977,505,"1/22/2021 22:08",19363,53229,36.3768
964,621,2873,"7/15/2024 23:07",41018,112780,36.3699
4166,110,2757,"9/2/2023 3:28",39312,108297,36.3002
785,417,2058,"2/9/2020 11:35",42557,117245,36.2975
3868,646,1863,"4/27/2022 8:44",29575,81740,36.1818
3869,272,2644,"4/25/2020 6:04",42154,116512,36.1800
3071,895,2168,"1/18/2024 1:31",8646,23900,36.1757
4107,864,2583,"5/18/2023 4:52",43225,119615,36.1368
2825,760,1953,"8/30/2021 15:23",14029,38832,36.1274
606,679,869,"7/6/2022 2:48",45870,127034,36.1084
3621,792,2745,"7/23/2021 23:25",46703,129945,35.9406
378,141,2996,"2/15/2021 9:48",30592,85170,35.9188
3577,935,2988,"10/9/2021 18:43",13437,37417,35.9115
4693,522,2621,"12/26/2020 8:29",12950,36066,35.9064
4815,564,1765,"5/11/2023 19:44",40748,113485,35.9061
2501,413,266,"6/13/2024 14:42",26911,75071,35.8474
3469,846,2328,"11/12/2022 14:34",10872,30379,35.7879
829,201,2226,"4/5/2021 17:46",25803,72289,35.6942
1597,2,1657,"5/5/2023 5:25",37556,105244,35.6847
3984,270,466,"3/29/2022 10:06",31399,87995,35.6827
1519,209,896,"3/8/2020 5:32",36126,101297,35.6634
3912,594,510,"12/1/2020 6:11",34295,96254,35.6297
2564,453,2098,"9/8/2024 7:17",22140,62446,35.4546
3550,592,1641,"12/10/2023 14:50",32216,90868,35.4536
4592,16,2119,"11/1/2020 19:14",41343,116619,35.4513
2562,168,193,"1/25/2023 13:32",39679,112083,35.4014
1595,100,1647,"7/21/2024 3:03",47747,134932,35.3860
4080,233,1197,"4/5/2022 13:54",40015,113140,35.3677
4544,744,2140,"9/26/2020 11:13",27012,76462,35.3274
2717,942,183,"1/31/2023 7:40",14862,42176,35.2381
2819,181,940,"3/1/2024 0:57",47685,135538,35.1820
2001,116,1384,"5/17/2022 20:12",23264,66128,35.1803
4743,817,1555,"11/28/2023 13:47",36202,103360,35.0252
3949,43,2857,"12/11/2019 16:06",19319,55247,34.9684
649,536,1654,"10/14/2024 15:30",49284,141005,34.9520
3517,445,2513,"12/8/2021 15:40",37035,106023,34.9311
1476,319,1198,"5/22/2020 22:22",30553,87579,34.8862
3275,347,2085,"5/9/2022 4:52",48921,140294,34.8703
1357,859,2644,"10/26/2020 20:44",40626,116512,34.8685
4054,186,1198,"8/19/2024 7:28",30510,87579,34.8371
3426,827,1337,"1/24/2022 2:16",21537,61944,34.7685
4981,257,739,"6/17/2020 0:13",29277,84327,34.7184
2498,760,2799,"7/12/2023 18:26",28643,82695,34.6369
1913,85,2186,"1/10/2020 10:41",2948,8516,34.6172
1016,905,1481,"11/29/2019 23:45",8937,25933,34.4619
3316,607,2905,"7/21/2021 23:52",30490,88992,34.2615
1376,12,1919,"8/4/2023 5:33",6261,18320,34.1758
3899,947,15,"8/17/2024 4:51",39676,116476,34.0637
4086,705,1529,"4/24/2024 1:14",15982,47041,33.9746
732,989,166,"11/21/2024 8:48",41235,121586,33.9143
2007,875,2222,"4/23/2024 22:18",39598,116791,33.9050
4358,985,2486,"4/7/2024 1:33",35974,106227,33.8652
4532,791,2324,"2/23/2021 4:36",28753,84905,33.8649
2527,590,1590,"3/7/2024 14:13",40462,119574,33.8385
4088,34,1552,"8/27/2024 8:24",2312,6834,33.8308
2690,442,861,"7/29/2020 19:02",42384,125285,33.8301
2572,408,2333,"5/23/2023 14:53",24344,71988,33.8167
2348,288,2237,"12/18/2019 5:37",41795,123705,33.7860
3054,967,2725,"2/1/2021 0:09",29578,87609,33.7614
2197,425,1463,"10/17/2023 22:30",27699,82208,33.6938
3897,590,1508,"11/29/2022 7:08",44815,133247,33.6330
4010,267,896,"2/17/2021 17:17",34060,101297,33.6239
4457,637,576,"11/21/2021 15:19",23440,69806,33.5788
2121,322,2563,"11/2/2021 9:44",24610,73361,33.5464
3124,917,1587,"5/19/2021 8:55",26064,77751,33.5224
822,744,749,"1/14/2020 4:41",38748,115635,33.5089
2296,799,1761,"12/3/2020 18:34",32326,96671,33.4392
2011,464,125,"7/11/2020 6:20",28822,86217,33.4296
3110,502,1266,"1/9/2020 1:02",13676,40974,33.3773
4624,753,2843,"2/23/2024 6:03",32905,98592,33.3749
4058,16,2010,"12/27/2023 20:24",12190,36547,33.3543
1442,18,2085,"1/19/2021 0:38",46794,140294,33.3542
116,772,2672,"7/8/2024 23:14",47528,142530,33.3460
498,210,1761,"7/29/2020 6:41",32196,96671,33.3047
2959,159,2058,"7/19/2020 23:41",38979,117245,33.2458
463,712,846,"3/14/2020 12:10",15935,48020,33.1841
2416,549,2066,"6/7/2023 18:00",43133,130181,33.1331
2884,436,2206,"4/12/2021 14:54",28700,86700,33.1027
865,142,521,"3/18/2022 6:59",41924,126764,33.0725
2182,851,1750,"5/1/2023 15:24",32113,97272,33.0136
228,579,217,"5/13/2023 4:10",49073,148651,33.0122
4744,781,73,"2/26/2024 4:53",10185,30924,32.9356
527,663,1152,"10/26/2022 4:54",35322,107314,32.9146
74,18,613,"3/6/2021 20:47",19623,59646,32.8991
4312,184,150,"12/22/2022 20:52",49073,149209,32.8888
1768,978,958,"10/9/2022 8:35",7350,22455,32.7321
468,619,48,"4/3/2021 0:31",19269,59018,32.6494
3626,520,1982,"7/9/2021 7:46",17966,55046,32.6382
340,622,1199,"11/30/2022 23:01",40911,125415,32.6205
1938,530,861,"6/1/2023 10:07",40727,125285,32.5075
1777,802,637,"10/25/2021 4:43",19890,61239,32.4793
200,312,1790,"1/19/2023 22:06",32626,100472,32.4727
2413,266,747,"9/17/2024 19:49",38606,119017,32.4374
4063,452,558,"9/14/2022 7:16",31886,98317,32.4318
3677,381,2921,"1/16/2023 11:57",24916,76931,32.3875
735,344,1348,"12/19/2019 9:29",49929,154407,32.3360
4803,974,2327,"2/4/2021 22:21",44130,136654,32.2932
2408,240,193,"1/10/2021 9:27",36163,112083,32.2645
1986,824,1293,"9/17/2023 13:07",39211,121631,32.2377
4379,786,2761,"5/19/2020 22:55",46584,144509,32.2361
3321,79,1865,"3/24/2021 20:23",36218,112406,32.2207
513,698,181,"1/9/2023 12:09",33647,104448,32.2141
264,651,481,"8/1/2023 12:24",38029,118214,32.1696
3767,109,2672,"7/5/2020 19:17",45777,142530,32.1174
1001,727,763,"4/12/2021 1:32",26938,83967,32.0817
826,942,2349,"3/9/2022 20:11",44276,138109,32.0587
458,520,2188,"9/10/2021 8:07",23187,72383,32.0338
4193,537,2816,"12/11/2019 20:17",48346,151151,31.9852
3671,922,583,"1/2/2022 19:19",35728,111729,31.9774
2435,791,2872,"3/29/2022 8:38",44537,139336,31.9637
3115,276,2502,"1/28/2020 7:50",29766,93632,31.7904
4060,646,2258,"6/11/2023 5:57",40861,128780,31.7293
2958,794,912,"12/19/2020 5:02",18561,58805,31.5636
2875,46,1312,"9/8/2023 11:15",25083,79511,31.5466
1023,426,861,"7/18/2022 15:00",39509,125285,31.5353
1028,172,1760,"10/24/2023 11:48",5356,16990,31.5244
3845,507,438,"3/23/2020 2:15",47713,151711,31.4499
3018,783,1884,"8/22/2021 2:45",39658,126100,31.4496
902,419,2840,"12/4/2020 2:18",40046,127459,31.4187
136,407,2444,"9/8/2020 14:25",32314,103005,31.3713
1438,470,878,"1/11/2022 22:02",48481,154751,31.3284
1605,912,2165,"2/17/2022 14:26",25969,82907,31.3230
1006,15,2994,"3/18/2024 18:41",40333,128785,31.3181
2947,943,150,"6/29/2020 14:42",46694,149209,31.2944
1251,915,754,"4/21/2023 0:33",36291,115974,31.2924
2406,473,1909,"4/17/2021 3:06",39970,128156,31.1886
1762,246,477,"11/2/2022 16:06",41772,134194,31.1281
3659,888,940,"2/23/2021 17:56",42158,135538,31.1042
2877,147,2327,"8/13/2023 13:12",42487,136654,31.0909
22,306,1511,"5/31/2024 15:15",14975,48315,30.9945
2291,500,1936,"2/3/2021 17:29",35071,113168,30.9902
4709,941,2832,"10/25/2021 8:25",5313,17150,30.9796
4441,41,903,"7/23/2021 13:06",29166,94147,30.9792
297,69,2228,"11/1/2024 12:34",29025,93699,30.9769
3941,715,314,"4/7/2023 22:46",37191,120399,30.8898
4036,656,793,"1/25/2024 0:20",49655,160957,30.8499
4570,509,62,"11/11/2022 9:18",26910,87333,30.8131
4919,866,2497,"11/21/2022 16:44",29594,96126,30.7867
4480,280,203,"8/7/2020 8:07",46259,150455,30.7461
168,629,2982,"7/24/2020 4:07",20625,67189,30.6970
3552,822,2910,"5/9/2023 11:34",44939,146623,30.6494
2661,650,1165,"7/14/2024 2:29",41200,134441,30.6454
3590,737,207,"3/17/2022 0:46",16961,55395,30.6183
4547,824,2382,"2/20/2021 22:52",44267,144627,30.6077
2383,345,51,"9/6/2023 2:47",45462,148578,30.5981
1653,854,2546,"5/8/2020 21:21",40750,134146,30.3774
609,642,1622,"1/9/2021 6:29",37941,125044,30.3421
2890,28,1435,"5/18/2023 10:23",22933,75716,30.2882
2765,624,510,"1/7/2023 15:09",29112,96254,30.2450
1354,981,1759,"6/29/2021 21:26",21175,70033,30.2357
1594,165,1884,"11/4/2024 0:26",38058,126100,30.1808
300,938,2583,"5/11/2023 21:29",36064,119615,30.1501
4513,755,2588,"11/20/2023 13:12",40509,134533,30.1108
2818,365,1410,"2/12/2022 8:00",24958,83162,30.0113
3283,832,872,"9/30/2023 16:13",2486,8284,30.0097
